Gen;Location;Block;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Sedimentation;Falling_number;Crude_protein
BRISONr_138;QLB;B2;103.00;36.36;286.16;1158.88;28.44;30.23;440.00;64.00;359.00;18.23
BRISONr_139;QLB;B2;107.00;31.68;278.80;1026.80;29.90;32.40;456.00;45.00;211.00;16.96
BRISONr_140;QLB;B2;103.00;32.65;170.96;786.16;33.97;32.27;488.00;47.00;171.00;18.39
BRISONr_141;QLB;B2;102.00;51.87;315.52;1050.32;34.06;35.30;412.00;56.00;327.00;17.43
BRISONr_142;QLB;B2;108.00;34.72;273.52;993.12;31.54;33.93;508.00;59.00;226.00;18.19
BRISONr_143;QLB;B2;107.00;40.62;248.88;810.40;31.24;32.17;464.00;60.00;319.00;17.29
BRISONr_144;QLB;B2;97.00;37.71;296.24;1092.40;32.57;36.33;488.00;45.00;113.00;16.86
BRISONr_145;QLB;B2;92.00;25.06;205.52;1007.68;32.25;33.47;376.00;67.00;421.00;19.01
BRISONr_146;QLB;B2;114.00;47.87;356.48;1236.64;36.03;35.07;492.00;64.00;229.00;18.00
BRISONr_147;QLB;B2;108.00;36.58;249.68;906.72;33.05;34.43;436.00;64.00;321.00;17.38
BRISONr_148;QLB;B2;101.00;40.54;276.40;1046.56;34.12;35.10;448.00;59.00;303.00;17.28
BRISONr_149;QLB;B2;106.00;34.84;226.56;893.44;30.64;30.03;444.00;68.00;299.00;18.18
BRISONr_150;QLB;B2;103.00;34.48;181.20;770.32;31.24;31.47;456.00;52.00;301.00;17.83
BRISONr_151;QLB;B2;98.00;33.58;233.76;988.08;30.68;30.17;408.00;63.00;351.00;18.51
BRISONr_152;QLB;B2;110.00;22.36;150.08;1400.64;25.86;29.83;368.00;43.00;159.00;17.94
BRISONr_153;QLB;B2;105.00;32.81;206.16;700.00;30.44;29.23;460.00;61.00;62.00;18.06
BRISONr_154;QLB;B2;101.00;35.83;266.08;963.12;26.94;28.77;508.00;64.00;506.00;18.39
BRISONr_155;QLB;B2;102.00;36.61;181.68;905.36;28.78;28.60;416.00;62.00;282.00;17.55
BRISONr_156;QLB;B2;112.00;31.46;225.60;957.92;27.69;32.97;452.00;48.00;411.00;17.78
BRISONr_157;QLB;B2;101.00;30.83;229.92;993.44;28.06;27.33;428.00;63.00;191.00;18.64
BRISONr_158;QLB;B2;111.00;35.34;270.00;1171.04;23.48;23.50;552.00;49.00;336.00;18.59
BRISONr_159;QLB;B2;97.00;28.39;242.88;1088.40;28.21;32.03;348.00;44.00;236.00;17.41
BRISONr_160;QLB;B2;111.00;15.48;106.96;639.36;29.90;27.50;204.00;58.00;186.00;17.90
BRISONr_161;QLB;B2;103.00;27.48;215.44;908.88;28.32;27.30;356.00;58.00;193.00;19.09
BRISONr_162;QLB;B2;97.00;36.35;334.16;1398.56;27.69;29.43;500.00;55.00;301.00;17.31
BRISONr_163;QLB;B2;89.00;21.86;90.08;544.80;31.45;33.60;224.00;47.00;265.00;16.38
BRISONr_164;QLB;B2;107.00;31.35;263.44;936.24;30.79;31.43;380.00;51.00;237.00;19.42
BRISONr_165;QLB;B2;101.00;32.13;287.76;1039.04;26.92;29.37;448.00;59.00;189.00;18.16
BRISONr_166;QLB;B2;107.00;36.36;253.76;969.60;31.71;35.63;516.00;48.00;222.00;17.96
BRISONr_167;QLB;B2;118.00;41.40;286.88;1239.36;32.57;32.67;504.00;69.00;257.00;19.40
BRISONr_168;QLB;B2;121.00;34.06;242.56;951.36;26.92;27.07;404.00;69.00;278.00;17.97
BRISONr_169;QLB;B2;105.00;30.40;201.68;887.76;31.13;32.40;296.00;48.00;134.00;18.52
BRISONr_170;QLB;B2;97.00;39.30;283.68;970.08;19.44;21.57;672.00;65.00;159.00;17.38
BRISONr_171;QLB;B2;125.00;41.42;329.92;1194.80;23.56;23.47;456.00;41.00;143.00;16.22
BRISONr_172;QLB;B2;97.00;22.86;142.88;660.80;29.67;32.90;364.00;44.00;386.00;15.26
BRISONr_173;QLB;B2;113.00;22.50;124.40;918.48;31.30;34.30;448.00;42.00;81.00;17.25
BRISONr_174;QLB;B2;124.00;30.12;193.36;923.20;28.87;29.73;440.00;46.00;286.00;17.08
BRISONr_175;QLB;B2;108.00;30.30;239.52;968.40;29.35;35.60;468.00;35.00;436.00;16.09
BRISONr_176;QLB;B2;116.00;33.62;249.44;878.80;29.01;32.93;456.00;59.00;207.00;18.76
BRISONr_177;QLB;B2;80.00;48.86;407.76;1252.08;27.84;29.67;604.00;56.00;122.00;16.95
BRISONr_178;QLB;B2;75.00;46.00;477.60;1289.28;28.21;32.33;700.00;57.00;502.00;16.75
BRISONr_179;QLB;B2;92.00;35.38;271.68;858.80;26.77;30.07;468.00;55.00;95.00;16.99
BRISONr_180;QLB;B2;82.00;44.74;358.56;1094.24;30.59;26.57;584.00;60.00;436.00;16.10
BRISONr_181;QLB;B2;91.00;46.92;386.08;1199.68;26.38;26.57;568.00;48.00;262.00;16.61
BRISONr_182;QLB;B2;75.00;37.92;315.92;1025.68;27.20;30.07;612.00;63.00;143.00;16.81
BRISONr_183;QLB;B2;85.00;42.88;331.76;1045.28;24.71;22.53;784.00;60.00;479.00;16.79
BRISONr_184;QLB;B2;92.00;38.30;344.48;1339.60;27.12;26.50;536.00;66.00;477.00;17.04
BRISONr_185;QLB;B2;72.00;39.46;322.96;940.96;26.49;25.00;608.00;55.00;205.00;16.99
BRISONr_186;QLB;B2;84.00;35.07;284.40;870.56;25.22;27.27;524.00;49.00;99.00;16.77
BRISONr_187;QLB;B2;83.00;41.21;354.48;1159.20;22.04;24.03;648.00;52.00;366.00;15.67
BRISONr_188;QLB;B2;88.00;39.71;316.80;1022.48;28.18;30.60;516.00;57.00;336.00;17.37
BRISONr_189;QLB;B2;82.00;48.37;367.52;1150.64;24.25;24.03;732.00;57.00;479.00;16.91
BRISONr_190;QLB;B2;81.00;36.03;364.48;998.32;26.81;28.10;524.00;42.00;141.00;15.87
BRISONr_191;QLB;B2;85.00;38.68;253.04;966.40;26.29;27.67;508.00;44.00;171.00;16.22
BRISONr_192;QLB;B2;89.00;33.68;258.40;975.84;22.96;22.70;528.00;53.00;174.00;16.65
BRISONr_193;QLB;B2;87.00;40.09;293.04;1105.12;26.32;27.13;692.00;54.00;87.00;16.44
BRISONr_194;QLB;B2;84.00;32.21;236.32;680.08;28.29;31.13;468.00;57.00;302.00;16.03
BRISONr_195;QLB;B2;79.00;32.12;331.20;1272.32;31.33;38.10;480.00;58.00;119.00;18.07
BRISONr_196;QLB;B2;89.00;29.40;261.92;891.52;30.36;34.00;380.00;59.00;127.00;15.45
BRISONr_197;QLB;B2;80.00;35.67;329.68;1154.80;34.20;35.90;488.00;65.00;202.00;16.27
BRISONr_198;QLB;B2;87.00;38.58;295.20;1047.92;30.76;30.50;452.00;39.00;62.00;17.71
BRISONr_199;QLB;B2;85.00;41.17;265.60;718.96;25.65;26.83;492.00;55.00;168.00;15.03
BRISONr_200;QLB;B2;96.00;34.79;323.36;1067.20;28.44;28.53;524.00;53.00;279.00;16.18
BRISONr_201;QLB;B2;85.00;31.99;206.48;717.76;25.69;29.70;508.00;42.00;100.00;17.25
BRISONr_202;QLB;B2;94.00;50.09;351.12;1011.20;32.85;34.20;496.00;52.00;128.00;15.37
BRISONr_203;QLB;B2;95.00;34.50;330.80;888.40;29.27;30.63;496.00;60.00;300.00;15.67
BRISONr_204;QLB;B2;88.00;41.17;272.24;873.36;27.35;25.23;652.00;56.00;294.00;16.65
BRISONr_205;QLB;B2;91.00;40.29;288.88;1079.60;21.30;23.33;488.00;53.00;185.00;16.35
BRISONr_206;QLB;B2;95.00;26.67;231.04;918.48;27.09;32.30;;49.00;285.00;14.25
BRISONr_207;QLB;B2;86.00;45.65;316.00;974.08;29.30;30.67;588.00;57.00;323.00;16.23
BRISONr_208;QLB;B2;103.00;44.11;506.40;1380.96;33.37;37.03;496.00;59.00;345.00;17.14
BRISONr_209;QLB;B2;87.00;39.67;268.16;839.04;26.34;27.30;504.00;61.00;439.00;16.10
BRISONr_210;QLB;B2;98.00;37.91;277.44;918.24;40.88;46.53;472.00;55.00;259.00;15.69
BRISONr_211;QLB;B2;104.00;39.28;376.48;1196.08;21.50;25.93;468.00;55.00;203.00;15.83
BRISONr_212;QLB;B2;106.00;21.78;161.60;768.24;29.82;38.60;364.00;44.00;382.00;17.38
BRISONr_213;QLB;B2;99.00;38.00;254.80;949.60;30.70;34.00;608.00;54.00;237.00;17.35
BRISONr_214;QLB;B2;92.00;44.66;301.68;1050.24;27.95;29.20;648.00;57.00;178.00;16.69
BRISONr_215;QLB;B2;100.00;48.44;414.16;1241.04;27.12;30.70;584.00;44.00;236.00;16.53
BRISONr_216;QLB;B2;98.00;39.76;274.24;1014.00;25.11;24.77;464.00;49.00;112.00;16.93
BRISONr_217;QLB;B2;86.00;41.24;224.88;713.36;26.86;28.87;592.00;41.00;229.00;15.01
BRISONr_218;QLB;B2;93.00;43.40;280.24;886.88;24.45;26.97;588.00;47.00;198.00;16.27
BRISONr_219;QLB;B2;102.00;41.49;270.72;1057.76;21.96;20.73;576.00;59.00;113.00;17.63
BRISONr_220;QLB;B2;85.00;43.09;308.40;931.92;30.70;33.77;508.00;35.00;136.00;14.57
BRISONr_1;QLB;B1;63.00;51.38;362.96;1186.08;26.17;25.43;564.00;51.00;371.00;15.46
BRISONr_2;QLB;B1;63.00;45.85;422.32;1302.48;22.30;24.00;500.00;51.00;148.00;16.76
BRISONr_3;QLB;B1;94.00;57.97;415.04;1414.80;35.15;31.37;480.00;60.00;327.00;17.55
BRISONr_4;QLB;B1;60.00;48.96;336.00;1079.20;26.86;27.83;532.00;40.00;89.00;17.07
BRISONr_5;QLB;B1;74.00;64.32;496.24;1507.44;28.18;29.60;488.00;49.00;492.00;16.47
BRISONr_6;QLB;B1;59.00;55.97;426.72;1282.88;27.12;30.50;592.00;50.00;373.00;15.71
BRISONr_7;QLB;B1;73.00;59.09;419.12;1310.32;25.69;25.73;436.00;46.00;162.00;15.53
BRISONr_8;QLB;B1;65.00;50.84;489.28;1292.24;28.81;33.47;492.00;32.00;182.00;15.83
BRISONr_9;QLB;B1;75.00;49.67;388.88;1321.44;24.60;23.07;580.00;52.00;495.00;16.28
BRISONr_10;QLB;B1;70.00;54.93;448.64;1355.28;24.97;25.40;516.00;54.00;396.00;15.24
BRISONr_11;QLB;B1;82.00;49.82;258.08;945.04;29.30;27.53;;53.00;312.00;13.81
BRISONr_12;QLB;B1;71.00;57.82;444.24;1461.04;33.45;36.10;500.00;61.00;415.00;16.75
BRISONr_13;QLB;B1;60.00;46.77;322.56;1085.12;26.63;26.53;536.00;52.00;144.00;16.25
BRISONr_14;QLB;B1;60.00;45.89;318.00;944.16;28.18;32.47;488.00;40.00;405.00;16.75
BRISONr_15;QLB;B1;55.00;41.23;222.72;991.20;31.07;33.23;524.00;47.00;88.00;15.85
BRISONr_16;QLB;B1;55.00;41.43;330.56;965.60;25.31;27.67;540.00;43.00;328.00;16.55
BRISONr_17;QLB;B1;65.00;51.70;370.40;1186.24;28.44;27.57;500.00;49.00;242.00;16.02
BRISONr_18;QLB;B1;68.00;50.29;369.04;1233.92;32.96;34.73;508.00;48.00;254.00;15.62
BRISONr_19;QLB;B1;61.00;45.89;332.96;1046.24;26.63;26.03;528.00;56.00;509.00;16.24
BRISONr_20;QLB;B1;51.00;35.59;296.08;1043.84;24.28;27.27;452.00;52.00;218.00;17.24
BRISONr_21;QLB;B1;75.00;61.07;464.48;1554.16;26.00;24.53;476.00;53.00;370.00;15.88
BRISONr_22;QLB;B1;61.00;48.99;281.28;907.68;23.33;25.60;492.00;48.00;239.00;16.64
BRISONr_23;QLB;B1;73.00;53.45;442.16;1364.48;32.36;35.37;656.00;54.00;251.00;15.57
BRISONr_24;QLB;B1;70.00;57.82;514.24;1618.16;26.94;27.73;584.00;54.00;145.00;16.39
BRISONr_25;QLB;B1;73.00;47.44;301.68;1008.96;31.97;35.13;460.00;61.00;355.00;16.36
BRISONr_26;QLB;B1;69.00;53.05;458.88;1328.96;31.28;33.90;528.00;51.00;397.00;15.63
BRISONr_27;QLB;B1;63.00;41.52;291.04;1013.84;26.06;26.43;444.00;44.00;249.00;17.43
BRISONr_28;QLB;B1;53.00;40.76;296.72;1053.84;22.70;20.97;664.00;38.00;62.00;16.53
BRISONr_29;QLB;B1;74.00;66.02;404.00;1190.00;30.68;30.87;496.00;47.00;67.00;16.18
BRISONr_30;QLB;B1;63.00;50.09;386.80;1084.56;29.09;30.63;440.00;55.00;291.00;15.92
BRISONr_31;QLB;B1;50.00;50.54;328.08;1143.84;29.30;29.37;528.00;49.00;253.00;15.63
BRISONr_32;QLB;B1;74.00;59.57;440.16;1314.40;28.87;29.37;372.00;50.00;123.00;15.38
BRISONr_33;QLB;B1;61.00;45.10;364.08;1222.48;28.64;25.00;516.00;39.00;180.00;16.47
BRISONr_34;QLB;B1;70.00;52.65;418.24;1259.04;30.04;31.70;484.00;56.00;345.00;16.66
BRISONr_35;QLB;B1;65.00;52.23;395.52;1282.72;28.32;30.20;568.00;56.00;90.00;16.76
BRISONr_36;QLB;B1;58.00;54.18;357.68;1238.72;27.15;28.07;532.00;47.00;375.00;16.44
BRISONr_37;QLB;B1;74.00;44.54;356.80;1182.64;25.63;25.97;484.00;57.00;489.00;18.03
BRISONr_38;QLB;B1;68.00;47.82;388.16;1260.80;27.29;28.13;476.00;59.00;449.00;16.25
BRISONr_39;QLB;B1;67.00;55.06;489.04;1499.52;27.92;27.77;540.00;57.00;392.00;17.19
BRISONr_40;QLB;B1;68.00;48.56;337.60;1117.12;28.98;29.13;484.00;45.00;207.00;15.89
BRISONr_41;QLB;B1;69.00;53.14;419.12;1471.68;25.89;25.33;592.00;51.00;148.00;16.60
BRISONr_42;QLB;B1;61.00;46.91;414.88;1125.60;28.90;32.20;532.00;42.00;101.00;15.04
BRISONr_43;QLB;B1;57.00;45.02;308.64;1002.88;31.16;34.27;472.00;38.00;257.00;15.55
BRISONr_44;QLB;B1;60.00;56.78;378.56;1290.88;30.81;29.60;552.00;42.00;258.00;15.56
BRISONr_45;QLB;B1;79.00;57.54;410.80;1315.76;27.55;26.93;572.00;50.00;232.00;16.54
BRISONr_46;QLB;B1;65.00;48.99;322.16;1141.12;27.92;29.27;512.00;44.00;293.00;16.17
BRISONr_47;QLB;B1;57.00;47.42;350.40;1186.80;26.06;27.73;484.00;51.00;448.00;15.72
BRISONr_48;QLB;B1;75.00;61.97;501.68;1617.52;30.21;31.73;540.00;50.00;239.00;16.60
BRISONr_49;QLB;B1;72.00;60.02;544.24;1546.16;23.50;24.27;568.00;52.00;472.00;16.36
BRISONr_50;QLB;B1;66.00;48.92;352.88;1191.92;28.81;30.60;512.00;53.00;296.00;16.31
BRISONr_51;QLB;B1;68.00;45.21;267.84;1214.16;28.64;27.13;616.00;57.00;175.00;16.87
BRISONr_52;QLB;B1;65.00;53.22;396.40;1342.48;24.83;21.90;660.00;52.00;472.00;16.90
BRISONr_53;QLB;B1;64.00;54.18;349.52;1086.56;26.94;28.80;664.00;60.00;140.00;16.08
BRISONr_54;QLB;B1;63.00;47.54;342.80;1114.96;27.49;30.67;496.00;57.00;389.00;15.45
BRISONr_55;QLB;B1;75.00;48.08;331.28;1003.52;25.97;27.03;460.00;56.00;406.00;16.43
BRISONr_56;QLB;B1;65.00;49.20;324.96;1309.28;23.62;23.33;548.00;61.00;167.00;17.94
BRISONr_57;QLB;B1;66.00;43.28;256.64;939.52;27.58;27.37;448.00;58.00;411.00;16.67
BRISONr_58;QLB;B1;70.00;54.23;367.76;1422.24;29.78;31.50;504.00;47.00;266.00;15.97
BRISONr_59;QLB;B1;74.00;50.39;437.44;1417.04;27.78;27.13;564.00;53.00;443.00;16.15
BRISONr_60;QLB;B1;70.00;56.45;525.20;1377.44;33.80;35.87;424.00;51.00;260.00;14.92
BRISONr_61;QLB;B1;74.00;50.22;375.68;1109.76;30.33;32.90;488.00;56.00;240.00;17.22
BRISONr_62;QLB;B1;78.00;63.13;495.84;1553.28;26.94;27.80;432.00;50.00;307.00;15.54
BRISONr_63;QLB;B1;67.00;45.64;371.44;1292.08;28.06;27.90;448.00;57.00;269.00;16.88
BRISONr_64;QLB;B1;68.00;53.04;408.40;1280.16;30.53;32.07;520.00;53.00;462.00;15.96
BRISONr_65;QLB;B1;77.00;55.15;383.52;1331.20;27.35;26.80;632.00;45.00;303.00;15.79
BRISONr_66;QLB;B1;67.00;51.62;378.72;1187.36;30.76;33.00;552.00;55.00;444.00;15.60
BRISONr_67;QLB;B1;73.00;47.21;319.20;1056.48;26.00;26.87;504.00;42.00;140.00;16.65
BRISONr_68;QLB;B1;69.00;53.99;393.12;1280.96;25.26;29.77;528.00;49.00;186.00;15.83
BRISONr_69;QLB;B1;68.00;50.03;332.96;1117.12;25.65;26.20;544.00;40.00;227.00;16.73
BRISONr_70;QLB;B1;63.00;44.85;322.80;1072.80;29.58;29.27;512.00;60.00;430.00;16.67
BRISONr_71;QLB;B1;66.00;62.29;427.76;1334.80;29.24;31.67;464.00;49.00;257.00;15.29
BRISONr_72;QLB;B1;75.00;58.10;462.64;1372.56;22.79;24.63;548.00;52.00;192.00;15.84
BRISONr_73;QLB;B1;60.00;41.99;336.80;1171.84;27.69;27.47;504.00;49.00;249.00;15.88
BRISONr_74;QLB;B1;70.00;53.93;405.12;1425.60;26.40;23.67;532.00;51.00;480.00;16.57
BRISONr_75;QLB;B1;78.00;57.16;524.08;1545.92;25.91;26.73;504.00;57.00;276.00;16.81
BRISONr_76;QLB;B1;75.00;50.77;313.84;1145.92;29.30;30.60;540.00;54.00;377.00;16.49
BRISONr_77;QLB;B1;86.00;54.16;399.68;1318.40;27.78;28.23;532.00;56.00;373.00;15.45
BRISONr_78;QLB;B1;73.00;51.73;381.76;1542.08;26.77;27.73;496.00;56.00;187.00;16.32
BRISONr_79;QLB;B1;83.00;59.27;370.08;1306.88;24.74;25.87;532.00;53.00;447.00;16.47
BRISONr_80;QLB;B1;80.00;54.47;372.48;1149.28;27.37;30.77;556.00;37.00;312.00;15.62
BRISONr_81;QLB;B1;70.00;49.00;252.24;908.40;31.50;31.13;508.00;52.00;256.00;16.40
BRISONr_82;QLB;B1;70.00;43.03;279.92;1188.96;22.85;20.27;712.00;60.00;504.00;18.00
BRISONr_83;QLB;B1;83.00;60.10;397.12;1346.24;30.93;30.97;432.00;56.00;136.00;16.63
BRISONr_84;QLB;B1;63.00;43.54;298.56;1087.76;26.77;28.20;460.00;40.00;226.00;16.71
BRISONr_85;QLB;B1;75.00;55.40;352.32;1488.48;26.55;24.03;524.00;56.00;62.00;17.72
BRISONr_86;QLB;B1;84.00;60.05;465.44;1486.64;23.91;25.00;532.00;35.00;111.00;15.50
BRISONr_87;QLB;B1;85.00;62.68;412.24;1296.08;29.35;30.30;564.00;36.00;266.00;15.38
BRISONr_88;QLB;B1;61.00;44.68;371.60;1268.96;27.89;27.37;496.00;60.00;418.00;17.41
BRISONr_89;QLB;B1;72.00;56.71;404.96;1461.52;28.78;31.10;532.00;38.00;437.00;16.79
BRISONr_90;QLB;B1;60.00;41.23;364.16;1171.84;30.30;31.63;412.00;56.00;353.00;17.61
BRISONr_91;QLB;B1;64.00;48.37;394.40;1207.76;28.41;30.37;532.00;54.00;438.00;15.93
BRISONr_92;QLB;B1;81.00;55.55;353.28;1174.96;26.51;26.00;576.00;37.00;324.00;16.37
BRISONr_93;QLB;B1;78.00;51.18;342.88;1105.92;27.12;27.63;444.00;55.00;335.00;17.67
BRISONr_94;QLB;B1;61.00;42.84;270.32;1087.36;20.01;19.50;516.00;39.00;253.00;17.26
BRISONr_95;QLB;B1;78.00;54.04;341.20;1294.72;23.45;23.07;432.00;49.00;154.00;16.87
BRISONr_96;QLB;B1;66.00;46.84;390.40;1220.96;26.49;29.20;424.00;55.00;314.00;16.78
BRISONr_97;QLB;B1;67.00;43.69;264.88;946.88;29.61;32.77;420.00;42.00;131.00;16.12
BRISONr_98;QLB;B1;61.00;36.13;223.68;993.20;28.29;27.37;428.00;59.00;306.00;17.52
BRISONr_99;QLB;B1;74.00;47.23;416.80;1269.12;34.20;40.90;436.00;55.00;167.00;16.08
BRISONr_100;QLB;B1;76.00;56.81;495.20;1458.72;29.70;31.43;604.00;55.00;272.00;16.82
BRISONr_101;QLB;B1;75.00;53.44;404.72;1308.24;30.62;34.67;472.00;61.00;293.00;17.74
BRISONr_102;QLB;B1;74.00;43.36;254.24;1020.00;27.46;27.77;496.00;64.00;336.00;16.77
BRISONr_103;QLB;B1;75.00;49.44;312.88;1094.16;24.62;23.37;568.00;59.00;106.00;17.37
BRISONr_104;QLB;B1;78.00;45.96;362.56;1302.08;25.03;23.87;436.00;58.00;209.00;17.00
BRISONr_105;QLB;B1;61.00;46.40;290.08;914.96;25.86;26.00;468.00;52.00;292.00;15.23
BRISONr_106;QLB;B1;73.00;57.35;532.32;1604.88;29.21;31.20;484.00;36.00;131.00;14.23
BRISONr_107;QLB;B1;66.00;40.61;283.52;1288.72;32.42;29.63;420.00;50.00;263.00;16.49
BRISONr_108;QLB;B1;76.00;41.61;239.92;1031.76;31.22;32.30;376.00;42.00;193.00;16.42
BRISONr_109;QLB;B1;68.00;46.53;315.52;1134.32;29.47;30.03;504.00;64.00;475.00;17.88
BRISONr_110;QLB;B1;59.00;31.43;264.40;989.76;28.66;30.63;472.00;58.00;237.00;16.88
BRISONr_111;QLB;B1;64.00;45.70;287.12;1139.84;25.95;24.47;440.00;63.00;423.00;17.85
BRISONr_112;QLB;B1;88.00;60.08;391.12;1488.32;32.10;32.60;380.00;59.00;432.00;16.60
BRISONr_113;QLB;B1;72.00;48.21;328.16;1211.28;26.20;27.03;532.00;57.00;471.00;16.90
BRISONr_114;QLB;B1;64.00;39.14;260.16;1107.68;24.02;24.73;464.00;44.00;198.00;17.75
BRISONr_115;QLB;B1;66.00;52.96;352.16;1278.56;26.94;28.07;496.00;37.00;435.00;15.78
BRISONr_116;QLB;B1;77.00;57.73;448.00;1426.56;30.13;31.27;652.00;50.00;475.00;16.25
BRISONr_117;QLB;B1;77.00;43.96;379.52;1445.28;28.10;30.47;536.00;64.00;370.00;16.71
BRISONr_118;QLB;B1;80.00;58.55;416.08;1385.36;32.42;32.63;544.00;53.00;213.00;17.12
BRISONr_119;QLB;B1;75.00;48.79;401.52;1377.52;28.70;29.80;436.00;60.00;476.00;17.44
BRISONr_120;QLB;B1;70.00;39.30;289.36;1172.00;27.86;26.40;472.00;60.00;192.00;17.46
BRISONr_121;QLB;B1;73.00;37.74;253.68;978.00;30.19;30.37;428.00;61.00;127.00;16.84
BRISONr_122;QLB;B1;61.00;45.51;355.84;1180.72;26.72;31.00;436.00;58.00;373.00;16.85
BRISONr_123;QLB;B1;63.00;34.97;224.88;1065.52;19.29;18.17;512.00;41.00;367.00;18.13
BRISONr_124;QLB;B1;58.00;46.32;322.96;1215.52;26.63;26.43;452.00;63.00;78.00;17.29
BRISONr_125;QLB;B1;58.00;40.01;314.48;1139.60;27.35;25.30;496.00;62.00;140.00;16.17
BRISONr_126;QLB;B1;73.00;46.88;395.36;1425.44;28.81;28.17;452.00;56.00;289.00;18.19
BRISONr_127;QLB;B1;78.00;43.51;417.04;1372.96;27.86;28.67;484.00;52.00;255.00;17.26
BRISONr_128;QLB;B1;72.00;45.75;350.88;1258.64;33.02;32.17;440.00;36.00;333.00;15.43
BRISONr_129;QLB;B1;68.00;52.35;425.92;1390.72;25.65;23.23;664.00;61.00;392.00;17.30
BRISONr_130;QLB;B1;84.00;48.94;304.96;1138.24;28.49;28.67;436.00;44.00;309.00;16.67
BRISONr_131;QLB;B1;66.00;36.77;269.76;1059.36;26.08;27.80;464.00;51.00;137.00;17.63
BRISONr_132;QLB;B1;68.00;40.68;278.56;1010.00;25.05;24.70;524.00;55.00;437.00;16.85
BRISONr_133;QLB;B1;56.00;37.11;228.80;975.92;25.57;27.07;464.00;70.00;291.00;18.89
BRISONr_134;QLB;B1;63.00;41.84;319.60;1021.92;28.75;30.40;532.00;64.00;481.00;16.99
BRISONr_135;QLB;B1;74.00;41.79;231.04;1016.72;30.27;29.87;460.00;64.00;224.00;17.22
BRISONr_136;QLB;B1;88.00;56.13;420.80;1531.60;27.78;28.47;508.00;52.00;284.00;16.31
BRISONr_137;QLB;B1;66.00;36.92;260.08;991.60;24.17;24.80;448.00;55.00;209.00;18.50
BRISONr_138;QLB;B1;77.00;45.77;398.00;1411.52;29.15;28.47;444.00;64.00;297.00;17.55
BRISONr_139;QLB;B1;78.00;48.70;368.72;1284.00;30.21;30.90;500.00;43.00;223.00;16.77
BRISONr_140;QLB;B1;68.00;39.13;280.56;1065.92;33.02;33.63;464.00;45.00;147.00;17.19
BRISONr_141;QLB;B1;87.00;51.53;415.76;1336.88;34.94;38.23;416.00;63.00;261.00;16.57
BRISONr_142;QLB;B1;67.00;52.41;347.60;1036.72;37.41;37.63;492.00;56.00;235.00;15.39
BRISONr_143;QLB;B1;74.00;43.03;320.96;1123.68;32.02;34.07;512.00;61.00;402.00;16.42
BRISONr_144;QLB;B1;66.00;37.81;275.76;992.48;32.85;33.77;444.00;45.00;116.00;16.37
BRISONr_145;QLB;B1;64.00;39.75;297.12;1055.04;29.87;30.03;412.00;69.00;468.00;18.92
BRISONr_146;QLB;B1;95.00;53.74;502.24;1677.44;32.65;35.93;444.00;65.00;276.00;17.49
BRISONr_147;QLB;B1;70.00;48.98;323.20;1195.36;30.30;30.17;544.00;63.00;331.00;16.90
BRISONr_148;QLB;B1;72.00;50.15;346.48;1170.80;32.79;34.43;492.00;57.00;307.00;15.76
BRISONr_149;QLB;B1;55.00;41.55;233.04;966.08;30.42;32.10;600.00;59.00;255.00;16.54
BRISONr_150;QLB;B1;64.00;39.41;279.68;1071.68;33.82;33.93;508.00;51.00;355.00;16.22
BRISONr_151;QLB;B1;63.00;35.58;213.20;1023.44;30.01;30.30;392.00;62.00;421.00;17.28
BRISONr_152;QLB;B1;67.00;33.06;202.16;979.44;25.26;27.07;448.00;45.00;222.00;17.40
BRISONr_153;QLB;B1;57.00;30.52;213.60;914.88;29.78;30.20;460.00;62.00;62.00;17.27
BRISONr_154;QLB;B1;62.00;44.60;269.28;920.24;31.19;30.60;484.00;61.00;590.00;16.27
BRISONr_155;QLB;B1;63.00;35.22;262.72;994.96;31.24;33.40;372.00;60.00;361.00;16.38
BRISONr_156;QLB;B1;72.00;35.79;314.56;1404.56;23.71;23.87;380.00;68.00;300.00;17.78
BRISONr_157;QLB;B1;70.00;49.72;356.48;1362.88;28.98;29.07;444.00;62.00;168.00;17.51
BRISONr_158;QLB;B1;73.00;34.52;189.52;1014.40;25.46;25.23;484.00;47.00;268.00;18.23
BRISONr_159;QLB;B1;60.00;32.98;290.00;1121.52;28.27;29.00;416.00;47.00;250.00;16.52
BRISONr_160;QLB;B1;58.00;26.92;167.44;841.76;27.46;25.33;332.00;55.00;217.00;17.39
BRISONr_161;QLB;B1;70.00;37.39;362.56;1507.76;25.74;26.77;456.00;63.00;257.00;18.84
BRISONr_162;QLB;B1;58.00;38.76;256.56;998.56;30.68;29.27;568.00;51.00;275.00;16.52
BRISONr_163;QLB;B1;68.00;32.60;262.32;1178.00;26.81;25.93;460.00;48.00;279.00;17.83
BRISONr_164;QLB;B1;70.00;42.46;309.92;1099.04;31.67;34.00;440.00;46.00;246.00;17.80
BRISONr_165;QLB;B1;68.00;42.54;268.40;1112.96;28.06;27.77;684.00;59.00;254.00;16.58
BRISONr_166;QLB;B1;87.00;54.82;758.96;1933.04;34.46;43.00;524.00;38.00;281.00;14.92
